subjects,words,contexts,gestured,meanF0,maxF0
subj10_shorten_mono,subete,not > all,n,289.2593258,358.3593738
subj10_shorten_mono,no,,y,238.8024734,254.1036401
subj10_shorten_mono,magnolia-no-hana-wasakanai,,n,184.3024616,226.0077255
subj10_shorten_mono,desyoo,,y,46.75621962,46.89793135
subj10_shorten_mono,subete-no,all > not,y,223.1533902,285.0445066
subj10_shorten_mono,magnolias,,y,183.3307292,195.6695568
subj10_shorten_mono,no  hana wa,,n,187.0660655,272.3581733
subj10_shorten_mono,sakanai,,y,174.0836728,210.3957584
subj10_shorten_mono,desyoo,,y,264.5796583,269.1824204
subj10_shorten_mono,Liam,many > not,n,242.0039119,289.727366
subj10_shorten_mono,wa,,y,171.9371009,177.3678607
subj10_shorten_mono,ooku-nosotugyoosee-o,,n,207.2964846,277.356006
subj10_shorten_mono,sirimasen,,y,206.6644305,252.0501817
subj10_shorten_mono,Liam,not > many,n,233.9017569,278.188064
subj10_shorten_mono,wa,,y,196.9939069,236.0826752
subj10_shorten_mono,ooku-nosotugyoosee,,n,221.2256144,305.8758806
subj10_shorten_mono,o,,y,236.6451502,311.517072
subj10_shorten_mono,sirimasen,,y,214.0073404,313.0583755
subj10_shorten_mono,subete-nourazi,all > not,n,229.7363987,316.682545
subj10_shorten_mono,wa,,y,226.1196836,238.5641674
subj10_shorten_mono,hoturetei-masen,,n,170.4212988,265.9114949
subj10_shorten_mono,desita,,y,226.2188222,235.0399709
subj10_shorten_mono,subete-no,not >all,y,276.4580599,339.5662839
subj10_shorten_mono,urazi,,n,196.3536208,253.4228762
subj10_shorten_mono,wa,,y,316.9716588,331.951104
subj10_shorten_mono,hoturete,,y,180.6609223,237.5614261
subj10_shorten_mono,i-masen,,n,137.6332617,233.8929651
subj10_shorten_mono,desita,,y,248.8799554,276.9803334
subj10_shorten_mono,Neil,most > not,n,244.0753674,294.6753302
subj10_shorten_mono,wa,,y,188.7492362,192.5251051
subj10_shorten_mono,hotonodo-nomusical-okansyoo,,n,245.2202834,353.5315205
subj10_shorten_mono,simasen,,y,249.8038052,261.4953814
subj10_shorten_mono,Neil,not > most,n,246.1158159,288.9450622
subj10_shorten_mono,wa,,y,194.906248,221.7372992
subj10_shorten_mono,hotonodo-nomusical-okansyoo,,n,198.0429327,309.0393613
subj10_shorten_mono,simasen,,y,198.7969957,237.2849285
subj10_shorten_mono,subete-nookaasan,not > all,n,213.1676237,293.1414992
subj10_shorten_mono,wa,,y,187.7691496,204.3088795
subj10_shorten_mono,eyeliner-oyurusimasen,,n,192.6320684,238.5513413
subj10_shorten_mono,desita,,y,231.2775356,232.499164
subj10_shorten_mono,subete-nookaasan,all > not,n,212.3452519,338.0862025
subj10_shorten_mono,wa,,y,181.5955891,182.6532773
subj10_shorten_mono,eyeliner-oyurusimasen,,n,178.2645934,270.8042786
subj10_shorten_mono,desita,,y,265.5506125,270.2693866
subj12_shorten_mono,subete,not > all,n,339.6664017,362.1743369
subj12_shorten_mono,no,,y,318.0688804,335.5308835
subj12_shorten_mono,magnolias-no-hana,,n,307.1371034,324.8691388
subj12_shorten_mono,wa,,y,364.996352,391.6655749
subj12_shorten_mono,sakanai,,n,265.1701355,383.6022036
subj12_shorten_mono,desyoo,,y,219.7254399,230.682116
subj12_shorten_mono,subete,all > not,y,328.6170006,345.0538249
subj12_shorten_mono,no,,n,265.9829611,292.6179009
subj12_shorten_mono,magnolias-no-hana,,n,273.3356772,297.8500089
subj12_shorten_mono,wa,,y,299.1519439,315.6200559
subj12_shorten_mono,sakanai,,n,246.925447,265.6458993
subj12_shorten_mono,desyoo,,y,203.2056557,229.5739076
subj12_shorten_mono,Liam,many > not,n,301.7705705,332.5261842
subj12_shorten_mono,wa,,y,281.5343475,287.4218544
subj12_shorten_mono,ooku-nosotugyoosee,,y,330.9908426,367.1439703
subj12_shorten_mono,o,,n,368.3893858,387.3447297
subj12_shorten_mono,sirimasen,,y,234.7215525,258.5720358
subj12_shorten_mono,Liam,not > mamy,n,288.6403416,328.8941513
subj12_shorten_mono,wa,,y,278.4488015,284.8905143
subj12_shorten_mono,ooku-no,,n,329.4070569,364.085604
subj12_shorten_mono,sotugyoosee,,n,299.0365963,314.6473432
subj12_shorten_mono,o,,y,358.3601243,393.1025293
subj12_shorten_mono,sirimasen,,y,232.4572199,265.6325286
subj12_shorten_mono,subete,all > not,n,343.8133945,373.3782138
subj12_shorten_mono,no,,y,282.7869408,299.2309468
subj12_shorten_mono,urazi,,n,276.2034386,300.4761864
subj12_shorten_mono,wa,,y,352.5926517,366.3764902
subj12_shorten_mono,hoturetei-masen,,n,256.6731253,352.0315633
subj12_shorten_mono,desita,,y,211.9227212,223.4945976
subj12_shorten_mono,subete,not > all,n,380.135742,393.4084577
subj12_shorten_mono,no,,y,331.1955895,348.0609323
subj12_shorten_mono,urazi,,n,337.0476418,353.181372
subj12_shorten_mono,wa,,y,300.2832992,417.8386745
subj12_shorten_mono,hoturete,,y,280.6456922,330.0059765
subj12_shorten_mono,i-masen,,n,250.3120555,319.8740149
subj12_shorten_mono,desita,,y,206.96685,222.5878324
subj12_shorten_mono,Neil,most > not,n,297.1941143,323.9655281
subj12_shorten_mono,wa,,y,286.4336983,289.0358207
subj12_shorten_mono,hotondo-nomusical,,n,304.2016864,344.9850576
subj12_shorten_mono,o,,y,315.9513543,350.2451778
subj12_shorten_mono,kansyoo,,n,251.4706192,260.6682406
subj12_shorten_mono,simasen,,y,219.3095214,257.4033097
subj12_shorten_mono,Neil,not > most,n,306.152834,344.4293841
subj12_shorten_mono,wa,,y,274.7432898,276.160174
subj12_shorten_mono,hotondo,,n,354.8718319,395.2579949
subj12_shorten_mono,no,,y,240.6271806,419.6103511
subj12_shorten_mono,musical-o,,n,303.7748387,418.0410507
subj12_shorten_mono,kansyoosimasen,,y,244.637566,317.1112488
subj12_shorten_mono,subete-nookaasan,not > all,n,336.8889296,383.7834703
subj12_shorten_mono,wa,,y,367.0129203,393.4655194
subj12_shorten_mono,eyeliner-o,,n,270.3265879,385.5519459
subj12_shorten_mono,yurusimasendesita,,y,234.7982052,345.0648828
subj12_shorten_mono,subete-nookaasan,all > not,n,306.0826111,379.0548718
subj12_shorten_mono,wa,,y,266.6274644,272.8394867
subj12_shorten_mono,eyeliner,,n,261.0433965,279.9791612
subj12_shorten_mono,o,,y,308.6383788,341.7579268
subj12_shorten_mono,yurusimasendesita,,y,238.9208034,330.9355565
subj13_shorten_mono,subete,all > not,y,290.9284803,311.6770413
subj13_shorten_mono,nookaasan-waeyeliner,,n,194.1087759,265.5695995
subj13_shorten_mono,o,,y,149.9979567,174.0353407
subj13_shorten_mono,yurusimasen,,y,211.152167,397.3768709
subj13_shorten_mono,desita,,y,187.03734,195.9013887
subj13_shorten_mono,subete,not > all,y,261.5933514,320.5647985
subj13_shorten_mono,no,,n,242.7573958,279.3301464
subj13_shorten_mono,okaasan,,n,227.1178034,242.7529621
subj13_shorten_mono,wa,,y,255.0559611,263.3452119
subj13_shorten_mono,eyeliner-o,,n,203.237578,232.9199377
subj13_shorten_mono,yurusimasendesita,,y,192.1308388,246.9214114
subj13_shorten_mono,Neil-wahotondo-no,not > most,n,231.8176381,292.8447237
subj13_shorten_mono,musical-o,,y,204.6849044,221.8102786
subj13_shorten_mono,o,,n,211.7542371,218.2338344
subj13_shorten_mono,kansyoo,,n,205.3017346,209.4870692
subj13_shorten_mono,simasen,,y,203.0918488,229.5406845
subj13_shorten_mono,Neil-wahotondo,most > not,y,234.5736496,277.2846663
subj13_shorten_mono,no,,n,233.8648946,247.4142422
subj13_shorten_mono,musical-o,,n,216.9798414,231.1471788
subj13_shorten_mono,kansyoo,,n,190.1978178,197.4454479
subj13_shorten_mono,simasen,,y,192.5429085,206.9762189
subj13_shorten_mono,subete-nourazi,not > all,n,240.2346277,295.7791921
subj13_shorten_mono,wa,,y,207.3540707,208.4744887
subj13_shorten_mono,hoturete,,n,211.7196769,241.2619517
subj13_shorten_mono,i-masendesita,,y,198.8706822,247.3474909
subj13_shorten_mono,subete-no,all > not,y,249.2478225,279.8917108
subj13_shorten_mono,urazi-wahoturete,,n,193.3659677,231.1646413
subj13_shorten_mono,i-masen,,y,194.1246911,237.7172599
subj13_shorten_mono,desita,,n,167.379138,200.4839529
subj13_shorten_mono,Liam,not > many,n,242.1230193,264.9512725
subj13_shorten_mono,wa,,y,182.0484395,193.0444503
subj13_shorten_mono,ooku-no,,y,254.5257073,274.2303841
subj13_shorten_mono,sotugyoosee-o,,n,243.9465741,277.7935189
subj13_shorten_mono,sirimasen,,y,185.9146119,210.1740652
subj13_shorten_mono,Liam-wa,many > not,y,224.9669468,277.2801831
subj13_shorten_mono,ooku-no,,n,232.9482917,268.3257914
subj13_shorten_mono,sotugyoosee-osirimasen,,y,210.343633,253.1125035
subj13_shorten_mono,subete,all > not,y,259.8478572,277.9995178
subj13_shorten_mono,no,,n,192.3383886,211.8132269
subj13_shorten_mono,magnolias-no-hana-wa,,n,205.1847275,217.6126035
subj13_shorten_mono,sakanaidesyoo,,y,198.7356099,219.2775852
subj13_shorten_mono,subete-no,not > all,y,252.10934,294.4290459
subj13_shorten_mono,magnolias-no-hana,,n,217.2063106,226.2779659
subj13_shorten_mono,wa,,y,230.586592,236.1065973
subj13_shorten_mono,sak,,n,199.3994047,206.1216089
subj13_shorten_mono,anai,,n,203.8511302,212.8250895
subj13_shorten_mono,desyoo,,y,176.4921979,181.3813533
subj14_shorten_mono,subete,not > all,n,294.7654066,318.5836518
subj14_shorten_mono,no,,y,249.3991821,252.7811858
subj14_shorten_mono,magnolias-no-hana,,n,255.9650965,274.5389117
subj14_shorten_mono,wa sakanai,,y,258.1358893,301.3110927
subj14_shorten_mono,desyoo,,y,234.8901734,254.2016518
subj14_shorten_mono,subete,all > not,y,330.536488,347.356498
subj14_shorten_mono,no,,n,263.4850836,293.1717754
subj14_shorten_mono,magnolias-no,,n,252.7666546,286.167463
subj14_shorten_mono,hana-wa,,y,249.2154194,264.25098
subj14_shorten_mono,sakanai,,n,249.6407412,271.3117324
subj14_shorten_mono,desyoo,,y,191.8710623,248.8130762
subj14_shorten_mono,Liam,many > not,n,257.0129717,294.2230698
subj14_shorten_mono,wa,,y,253.1652648,268.0529653
subj14_shorten_mono,ooku-no,,n,262.4565616,301.448393
subj14_shorten_mono,sotugyoosee,,y,254.1734697,266.0445569
subj14_shorten_mono,o,,n,266.202991,280.853723
subj14_shorten_mono,sirimasen,,y,248.6888477,278.0076643
subj14_shorten_mono,Liam,not > many,n,276.6966088,315.4562481
subj14_shorten_mono,wa,,y,225.0824454,229.5859567
subj14_shorten_mono,ooku,,y,295.0648823,321.7882494
subj14_shorten_mono,no,,y,339.2093589,347.755305
subj14_shorten_mono,sotugyoosee-o,,n,249.7153279,348.4626483
subj14_shorten_mono,sirimasen,,y,225.0055624,268.1414537
subj14_shorten_mono,subete-nourazi-wahoturetei-masen,all > not,n,263.8982895,330.3311435
subj14_shorten_mono,desita,,y,217.1318304,218.1560819
subj14_shorten_mono,subete,not > all,n,310.6767576,342.8384465
subj14_shorten_mono,no,,y,252.3384425,278.52364
subj14_shorten_mono,urazi,,n,256.4671833,262.1622563
subj14_shorten_mono,wa,,y,262.0896186,265.523355
subj14_shorten_mono,hoturete,,n,269.4165822,313.0448653
subj14_shorten_mono,i-masen,,y,244.1969155,288.7205837
subj14_shorten_mono,desita,,y,241.0303826,248.3625831
subj14_shorten_mono,Neil,most > not,y,249.7854569,300.4320576
subj14_shorten_mono,wahotondo-nomusical-o,,n,245.5904454,301.8058708
subj14_shorten_mono,kansyoo,,n,253.5811391,268.122021
subj14_shorten_mono,simasen,,y,237.9071983,268.0720651
subj14_shorten_mono,Neil,not > most,n,273.3946564,304.8223645
subj14_shorten_mono,wa,,y,229.1829368,236.3739516
subj14_shorten_mono,hotondo-no,,y,274.8255271,322.3780158
subj14_shorten_mono,musical-o,,n,237.5267177,275.1079856
subj14_shorten_mono,kansyoo,,n,256.9762687,288.2984414
subj14_shorten_mono,simasen,,y,249.4070678,278.7060863
subj14_shorten_mono,subete-no,not > all,n,292.2309311,323.3400798
subj14_shorten_mono,okaasan,,y,279.3063198,330.5310136
subj14_shorten_mono,wa,,y,318.9713753,333.8855843
subj14_shorten_mono,eyeliner-oyurusimasen,,n,240.1381096,264.9712871
subj14_shorten_mono,desita,,y,186.9647077,325.4501237
subj14_shorten_mono,subete-nookaasan-wa,all > not,n,254.660996,317.6632644
subj14_shorten_mono,wa,,y,246.2903663,248.8171913
subj14_shorten_mono,eyeliner-o,,n,256.0090279,293.8065889
subj14_shorten_mono,yurusimasen,,y,248.7472062,286.6403973
subj14_shorten_mono,desita,,y,229.1867158,241.2932477
subj15_shorten_mono,,,,--undefined--,--undefined--
subj15_shorten_mono,subete-nomagnolias-no-hana,not > all,n,195.4944473,282.0273487
subj15_shorten_mono,wa,,y,212.1326216,217.5031417
subj15_shorten_mono,sakanai,,n,191.0556277,217.2427407
subj15_shorten_mono,desyoo,,y,181.4273493,184.4817095
subj15_shorten_mono,subete-no,all > not,y,264.1660389,298.5285447
subj15_shorten_mono,magnolias-no-hana-wasakanai,,n,205.7967966,241.9980816
subj15_shorten_mono,desyoo,,y,209.7702483,225.3924136
subj15_shorten_mono,Liam,many > not,n,234.9136805,294.6017424
subj15_shorten_mono,wa,,y,152.4936435,202.1326777
subj15_shorten_mono,,,,--undefined--,--undefined--
subj15_shorten_mono,ooku,,n,249.6006613,275.6242043
subj15_shorten_mono,no,,y,216.2712078,263.6140472
subj15_shorten_mono,sotugyoosee-o,,n,205.3772906,229.5070378
subj15_shorten_mono,sirimasen,,y,183.3769142,221.1028536
subj15_shorten_mono,Liam-waooku-nosotugyoosee-o,not > mamy,n,218.8612706,269.9286472
subj15_shorten_mono,sirimasen,,y,197.7492848,232.5075647
subj15_shorten_mono,subete-nourazi,all > not,n,220.954672,292.1515513
subj15_shorten_mono,wa,,y,202.2282076,209.6179031
subj15_shorten_mono,hoturetei-masen,,n,206.8963556,234.2480664
subj15_shorten_mono,desita,,y,181.1986861,185.0981193
subj15_shorten_mono,subete-no,not > all,y,250.6382224,310.6889114
subj15_shorten_mono,urazi-wahoturetei-masen,,n,201.7349482,224.8119851
subj15_shorten_mono,desita,,y,134.2575266,198.7321513
subj15_shorten_mono,Neil-wahotondo-nomusical,most > not,n,223.3572204,280.1256701
subj15_shorten_mono,o,,y,195.1466877,202.4234624
subj15_shorten_mono,kansyoo,,y,212.0823624,233.5608658
subj15_shorten_mono,simasen,,y,201.9250551,232.2460976
subj15_shorten_mono,Neil-wa,not > most,n,227.8202188,266.1520688
subj15_shorten_mono,hotondo-no,,y,251.3242167,300.7673056
subj15_shorten_mono,musical-Acc,,n,216.6628155,241.7503273
subj15_shorten_mono,kansyoo,,n,206.8978471,234.1209703
subj15_shorten_mono,simasen,,y,185.6373458,221.8865131
subj15_shorten_mono,subete-nookaasan,not > all,n,217.4202087,274.3509786
subj15_shorten_mono,wa,,y,201.8116055,203.6354648
subj15_shorten_mono,eyeliner,,n,207.0843533,223.2021205
subj15_shorten_mono,o,,y,235.420175,245.2477529
subj15_shorten_mono,yurusimasen,,n,218.2419671,335.2445013
subj15_shorten_mono,desita,,y,185.0591516,190.6435444
subj15_shorten_mono,subete-no,all > not,y,255.5690876,292.4838594
subj15_shorten_mono,okaasan,,n,203.2859314,232.2925778
subj15_shorten_mono,wa,,y,224.6141852,230.5386801
subj15_shorten_mono,eyeliner-o,,n,203.3496032,253.4925919
subj15_shorten_mono,yurusimasen,,y,205.8898063,245.9380481
subj15_shorten_mono,desita,,y,181.5787813,189.3723814
subj18_shorten_mono,subete-no,all > not,n,273.3540157,339.5842263
subj18_shorten_mono,okaasan,,y,199.5905284,218.9409149
subj18_shorten_mono,wa,,y,180.842301,185.2527201
subj18_shorten_mono,eyeliner-oyurusimasen,,n,214.1837902,262.1248852
subj18_shorten_mono,desita,,y,100.388605,102.2530535
subj18_shorten_mono,subete-nookaasan,not > all,n,250.5956798,324.5016176
subj18_shorten_mono,wa,,y,184.4838274,192.1855131
subj18_shorten_mono,eyeliner,,n,260.8014654,297.4906483
subj18_shorten_mono,o,,y,205.2502493,325.1853221
subj18_shorten_mono,yurusimasen,,n,195.2778433,237.417751
subj18_shorten_mono,desita,,y,187.0685852,212.8645598
subj18_shorten_mono,Neil,not > most,n,250.7243248,275.1685018
subj18_shorten_mono,wa,,y,192.6454472,196.7243361
subj18_shorten_mono,hotondo-nomusical-o,,n,246.3815996,316.8512639
subj18_shorten_mono,o,,y,174.3899683,185.5449058
subj18_shorten_mono,kansyoo,,n,206.2879355,213.2536033
subj18_shorten_mono,simasen,,y,206.7332537,230.9725022
subj18_shorten_mono,Neil,most > not,n,264.1382798,288.6078418
subj18_shorten_mono,wa,,y,196.3872604,234.1564878
subj18_shorten_mono,hotondo,,n,268.8507186,312.0554827
subj18_shorten_mono,no,,y,150.6960613,209.3417294
subj18_shorten_mono,musical,,n,265.2305233,306.6678178
subj18_shorten_mono,o,,y,181.3182839,202.0045269
subj18_shorten_mono,kansyoosimasen,,y,211.8434747,235.0763307
subj18_shorten_mono,subete-nourazi,not > all,n,243.0554621,312.8209575
subj18_shorten_mono,wa,,y,184.9250951,187.4320902
subj18_shorten_mono,hoturetei-masen,,n,234.5875617,275.8286619
subj18_shorten_mono,desita,,y,210.0219064,244.7749315
subj18_shorten_mono,subete-nourazi,all > not,n,268.9967837,361.896194
subj18_shorten_mono,wa,,y,196.3569999,199.4774463
subj18_shorten_mono,hoturetei-masen,,n,233.6168152,276.4203152
subj18_shorten_mono,desita,,y,204.381398,234.8640691
subj18_shorten_mono,Liam,not > many,n,249.1974503,285.8915568
subj18_shorten_mono,wa,,y,191.8760233,204.291906
subj18_shorten_mono,ooku,,n,299.1234966,330.4168823
subj18_shorten_mono,no,,y,213.0671599,242.0170845
subj18_shorten_mono,sotugyoosee,,n,250.5193892,266.2750811
subj18_shorten_mono,o,,y,206.6183723,208.0791247
subj18_shorten_mono,sirimasen,,y,205.6176679,236.2480743
subj18_shorten_mono,Liam,many > not,n,259.6424357,277.8858421
subj18_shorten_mono,wa,,y,189.715589,206.5797908
subj18_shorten_mono,ooku-no,,n,295.1895577,342.5493706
subj18_shorten_mono,sotugyoosee-o,,y,230.481747,266.1860099
subj18_shorten_mono,sirimasen,,y,204.8937194,224.9800832
subj18_shorten_mono,subete-no,all > not,n,292.0943777,328.4533773
subj18_shorten_mono,magnolias-no,,n,250.7583387,274.0196694
subj18_shorten_mono,hana-wa,,y,252.6662836,275.8354804
subj18_shorten_mono,sak,,n,224.7088403,225.6035552
subj18_shorten_mono,anai,,n,229.5109318,243.7034857
subj18_shorten_mono,desyoo,,y,193.0653972,221.6125969
subj18_shorten_mono,subete,not > all,n,303.5574624,354.9366335
subj18_shorten_mono,no,,y,217.8338495,240.525907
subj18_shorten_mono,magnolias-no-hana,,n,217.2294255,239.9844754
subj18_shorten_mono,wa,,y,225.9144449,226.7269204
subj18_shorten_mono,sakanai,,n,206.0314888,246.6380629
subj18_shorten_mono,desyoo,,y,193.5561355,221.4184307
subj19_shorten_mono,subete,not > all,n,289.2958248,351.3991851
subj19_shorten_mono,no,,y,233.1807916,235.1725339
subj19_shorten_mono,magnolias-no-hana,,n,217.4215631,252.2899903
subj19_shorten_mono,wa,,y,270.4192183,284.7775209
subj19_shorten_mono,sakanai,,n,207.2821004,229.0276342
subj19_shorten_mono,desyoo,,y,142.3086727,208.5032523
subj19_shorten_mono,subete,all > not,y,314.5265861,346.6831694
subj19_shorten_mono,no,,y,225.1368306,238.4316236
subj19_shorten_mono,magnolias-no-hana,,n,215.6627334,251.7781721
subj19_shorten_mono,wa,,y,221.1365855,233.1083063
subj19_shorten_mono,sakanai,,y,223.8727654,233.1083063
subj19_shorten_mono,desyoo,,y,198.0517675,225.8719456
subj19_shorten_mono,Liam,many > not,n,258.9117188,300.5218937
subj19_shorten_mono,wa,,y,226.604286,231.967423
subj19_shorten_mono,ooku,,y,286.2597031,302.4924282
subj19_shorten_mono,no,,n,216.7579179,239.7841885
subj19_shorten_mono,sotugyoosee,,n,211.9579236,232.4608745
